Date: 03/05/2015	 Scientist Search 1.7
Data Retrieval Mode: medline, reflects file type source of PubMed data in following analysis.
Publication Type Selection: journal article, Affiliation Restriction: none, reflects search constraints of PubMed data in following analysis.
Keyword Mode Selection: none

Year: 1940	Pubs: 4572	IDs: 4572	CSV Author Pubs: 0	Medline Author Pubs: 3561
		PM Max: 1	PM Num: 1	CSV Max: 0	CSV Num: 0	Medline Max: 10	Medline Num: 10
		CSV IDs: 0	Medline IDs: 4572

Publication PubMed Count:<4572>
CSV Publications with Authors:<0>
Medline Publications with Authors:<3561>
Retracted Publications:<0>
Retractions Made:<0>
CSV Unique authors:<0>
Medline Unique authors:<4022>
Medline Unique short authors:<4022>
Medline Unique short first authors:<2850>
CSV Duplicate authors:<0>
Medline Duplicate authors:<745>
Medline Duplicate short authors:<745>
CSV Duplicate author publications:<0>
Medline Duplicate author publications:<1939>
CSV Authors per publication:<0>
CSV APP max:<0>
CSV APP min:<0>
CSV APP var:<0>
Medline Authors per publication:<1.46475709070486>
Medline APP max:<11>
Medline APP min:<1>
Medline APP var:<0.667179728975964>
Unique Journal Titles:<41>
Unique Short Journal Titles:<41>
Medline Publications per unique author:	1.13674788662357
Medline Duplicate publications per duplicate author:	2.60268456375839
Medline Duplicate authors / Unique authors	0.185231228244654


*****JOURNAL PUB FREQUENCIES*****
920	science (new york, ny)
588	british medical journal
378	canadian medical association journal
373	california and western medicine
207	american journal of public health and the nation's health
193	the biochemical journal
188	annals of surgery
156	proceedings of the royal society of medicine
142	proceedings of the national academy of sciences of the united states of america
123	the journal of experimental medicine
109	journal of bacteriology
109	canadian journal of comparative medicine and veterinary science
84	the journal of clinical investigation
79	the journal of physiology
71	journal of the national medical association
70	the british journal of ophthalmology
67	the yale journal of biology and medicine
66	plant physiology
58	the journal of general physiology
54	the american journal of pathology
52	public health reports
47	bulletin of the new york academy of medicine
44	the journal of hygiene
41	bulletin of the medical library association
41	journal of anatomy
39	genetics
38	postgraduate medical journal
35	transactions of the american ophthalmological society
33	british heart journal
28	archives of disease in childhood
26	the ulster medical journal
24	journal of neurology and psychiatry
24	the eugenics review
20	transactions of the american clinical and climatological association
16	annals of the rheumatic diseases
11	the british journal of venereal diseases
8	bacteriological reviews
4	human fertility
3	l' information dentaire
2	the american journal of cancer
1	janus; revue internationale de l'histoire des sciences, de la medecine, de la

*****KEYWORDS LIST*****

*****KEYWORDS FREQUENCIES*****
<>

*****CSV PUBMED AUTHOR FREQUENCIES*****

*****CSV PUBMED PUB FREQUENCIES*****
<>

*****MEDLINE PUBMED AUTHOR FREQUENCIES*****
23	pinkham, c b
18	a g n
13	manwaring, w h
12	peart, h f
10	wolfenden, h h
9	shapley, h
9	smadel, j e
9	miller, g a
8	duran-reynals, f
8	horsfall, f l
8	osterhout, w j
8	crozier, w j
8	h e m
7	ruben, s
7	scholtz, m
7	geiger, j c
7	best, c h
7	kidd, j g
6	gyorgy, p
6	mitchell, c a
6	evans, h m
6	krebs, h a
6	winternitz, m c
5	eggleton, m g
5	landsteiner, k
5	rynearson, e h
5	chen, t t
5	stallard, h b
5	pritchett, h d
5	moore, t
5	rivers, t m
5	raistrick, h
5	thomson, s
5	greenberg, d m
5	armstrong, d b
5	page, i h
5	moulton, f r
5	gardner, w u
5	wittkower, e
5	whipple, g h
5	king, l s
5	keefer, c s
4	mcintosh, r a
4	waters, l l
4	swales, w e
4	pickels, e g
4	williams, r j
4	hilditch, t p
4	williams, r t
4	hill, d k
4	lockwood, a l
4	stuart, c a
4	lowell, f c
4	hardy, j d
4	strong, l c
4	casals, j
4	cormia, f e
4	winton, f r
4	harpman, j a
4	drummond, j c
4	thomas, r m
4	gwatkin, r
4	furth, j
4	smyth, d h
4	lennette, e h
4	gard, s
4	ravdin, i s
4	myers, j
4	roberts, e a
4	smedley-maclean, i
4	tennant, r
4	solandt, d y
4	parish, h j
4	carpenter, c m
4	lavin, g i
4	wolf, e
4	gale, e f
4	rous, p
4	richter, d
4	kamen, m d
4	turner, o
4	paterson, d
4	webster, l t
4	spring, w c
4	blinks, l r
4	lentz, j
4	mcclung, l s
4	struve, o
4	leake, c d
4	sabin, a b
4	james, g v
4	mann, i
4	li, c h
4	miller, m j
4	burr, h s
4	kress, g h
4	finland, m
3	estrada, e
3	corner, b d
3	wilkinson, j f
3	swings, p
3	taylor, f h
3	rhoads, j e
3	burk, d
3	gold, s
3	wilbur, r l
3	ellis, r w
3	brown, a
3	neame, h
3	williamson-noble, f a
3	simpson, m e
3	gordon, a h
3	bourne, g
3	davis, a r
3	sutton, e
3	borsook, h
3	shedlovsky, t
3	nunn, l c
3	lucas, c c
3	bacharach, a l
3	hamburger, m
3	taylor, a r
3	haines, r b
3	parran, t
3	bonner, j
3	beard, j w
3	stewart, h j
3	madinaveitia, j
3	werkman, c h
3	lewis, k h
3	davson, h
3	selye, h
3	heidelberger, m
3	shepard, w p
3	raven, r w
3	penfield, w
3	oxford, a e
3	green, c a
3	goodell, h
3	payne, r t
3	fubini, g
3	wolff, h g
3	dickie, w m
3	myers, g n
3	paul, j r
3	jones, c p
3	woolley, d w
3	lawrence, r d
3	gall, e a
3	ballard, j f
3	norman, r m
3	coggeshall, l t
3	mulliken, r s
3	pappenheimer, j r
3	martin, c p
3	hamilton, j g
3	white, m m
3	eggleston, l v
3	francis, t
3	winnick, t
3	boyland, e
3	baylis, j e
3	mansfield, j s
3	weddell, g
3	irving, j t
3	clark, w e
3	delbruck, m
3	melville, d b
3	lake, n c
3	viets, h r
3	macfarlane, j a
3	parker, g h
3	cleland, r e
3	bauer, j h
3	price, j w
3	dorfman, r i
3	copeman, w s
3	allison, f e
3	liebow, a a
3	miller, e c
3	spillane, j p
3	bernstein, a
3	du vigneaud, v
3	richards, d w
3	pearson, r s
3	davidson, j n
3	rothen, a
3	gill, a m
3	hoagland, c l
3	rimington, c
3	shorr, e
3	shear, m j
3	goldblatt, h
3	cunningham, b
3	nelson, j b
3	garry, r c
3	blakeslee, a f
3	sturtevant, a h
3	cournand, a
3	gurd, f b
3	wolman, a
3	matas, r
3	burrows, h j
3	smith, m c
3	wright, j
3	anslow, w k
3	minor, f w
3	rettger, l f
3	macrae, t f
3	darling, r c
3	smith, e l
3	collip, j b
3	sterne, t e
3	nachmansohn, d
3	jewett, f b
3	kirschbaum, a
3	sharp, d g
2	edholm, o g
2	graham, g
2	lees, r
2	smith, h w
2	woodbury, a m
2	bornstein, w s
2	klaber, r
2	fellers, c r
2	witebsky, e
2	rivett, l c
2	swift, h f
2	ironside, r
2	thimann, k v
2	mainzer, f
2	robertson, d e
2	schroeder, h a
2	chalmers, j g
2	jones, r b
2	yuill, m e
2	barker, h a
2	bale, w f
2	shumacker, h b
2	mcglade, h b
2	struthers, r r
2	kuitunen-ekbaum, e
2	welcome, h c
2	henderson, d w
2	boisvert, p l
2	anderson, k
2	fowler, e p
2	cosbie, w g
2	peterson, w h
2	hills, g m
2	duffield, t j
2	herzberg, e
2	subrahmanyan, v
2	egloff, g
2	chasis, h
2	marshall, r
2	robertson, e c
2	garrett, a b
2	buchman, e r
2	kinosita, r
2	o'connor, g b
2	wentworth, c k
2	allen, w e
2	griffith, a s
2	fasciolo, j c
2	blair, e
2	herriott, r m
2	wooldridge, w r
2	selby, c d
2	french, c s
2	huxley, j s
2	white, p d
2	bamber, g
2	lyons, w r
2	gordon, s
2	northrop, j h
2	soule, m h
2	young, r a
2	lahey, f h
2	merrill, m h
2	stevens, w j
2	bull, j w
2	peters, j p
2	menger, k
2	haist, r e
2	subbarow, y
2	findlay, w p
2	tompsett, s l
2	aylward, f x
2	hevesy, g c
2	macfee, w f
2	samson, p c
2	green, d e
2	wright, a w
2	erf, l a
2	lucke, b
2	lancefield, r c
2	kabat, e a
2	elderfield, r c
2	harris, s
2	harrison, r g
2	elman, r
2	hopf, h s
2	giles, n
2	browne, f j
2	wood, h g
2	warren, s
2	dockeray, g c
2	lemmon, w t
2	lewis, r a
2	gauld, r l
2	westerfeld, w w
2	ranges, h a
2	mitchell, r h
2	van overbeek, j
2	kasner, e
2	cook, e s
2	loofbourow, j r
2	morgan, o g
2	mccalla, t m
2	connell, w f
2	liu, s h
2	ballantyne, a j
2	jaques, l b
2	forbes, w h
2	brooks, b
2	grimsdale, h
2	barclay, r s
2	harvey, a m
2	wilkinson, k d
