Date: 03/05/2015	 Scientist Search 1.7
Data Retrieval Mode: medline, reflects file type source of PubMed data in following analysis.
Publication Type Selection: journal article, Affiliation Restriction: none, reflects search constraints of PubMed data in following analysis.
Keyword Mode Selection: none

Year: 1899	Pubs: 1584	IDs: 1584	CSV Author Pubs: 0	Medline Author Pubs: 1090
		PM Max: 1	PM Num: 1	CSV Max: 0	CSV Num: 0	Medline Max: 4	Medline Num: 4
		CSV IDs: 0	Medline IDs: 1584

Publication PubMed Count:<1584>
CSV Publications with Authors:<0>
Medline Publications with Authors:<1090>
Retracted Publications:<0>
Retractions Made:<0>
CSV Unique authors:<0>
Medline Unique authors:<866>
Medline Unique short authors:<858>
Medline Unique short first authors:<793>
CSV Duplicate authors:<0>
Medline Duplicate authors:<177>
Medline Duplicate short authors:<178>
CSV Duplicate author publications:<0>
Medline Duplicate author publications:<488>
CSV Authors per publication:<0>
CSV APP max:<0>
CSV APP min:<0>
CSV APP var:<0>
Medline Authors per publication:<1.07981651376147>
Medline APP max:<14>
Medline APP min:<1>
Medline APP var:<0.277115562663081>
Unique Journal Titles:<14>
Unique Short Journal Titles:<14>
Medline Publications per unique author:	1.82909930715935
Medline Duplicate publications per duplicate author:	2.75706214689266
Medline Duplicate authors / Unique authors	0.204387990762125


*****JOURNAL PUB FREQUENCIES*****
559	british medical journal
499	science (new york, ny)
126	annals of surgery
70	public health papers and reports
56	journal boston society of medical sciences
53	public health reports
52	journal of anatomy and physiology
42	the journal of physiology
36	the journal of experimental medicine
27	transactions of the american climatological association for the year  american
21	transactions of the american ophthalmological society
19	medico-chirurgical transactions
14	medical libraries
10	journal massachusetts association of boards of health

*****KEYWORDS LIST*****

*****KEYWORDS FREQUENCIES*****
<>

*****CSV PUBMED AUTHOR FREQUENCIES*****

*****CSV PUBMED PUB FREQUENCIES*****
<>

*****MEDLINE PUBMED AUTHOR FREQUENCIES*****
28	h, j l
14	ward, r d
10	bessey, c e
10	thurston, r h
9	brinton, d g
7	upton, w
6	l, f a
6	scripture, e w
5	hill, h w
5	stanley, h m
5	wood, r w
5	stewart, g n
4	moynihan, b g
4	bradbury, j b
4	cheyne, w w
4	poore, g v
4	dean, b
4	true, a c
4	fowke, f
4	marlatt, c l
3	barwell, r
3	franklin, w s
3	johnson, g a
3	osborn, h f
3	smith, j l
3	benjamin, m
3	bain, w
3	smith, h m
3	safford, t h
3	fuller, g w
3	hallock, w
3	mott, f w
3	porter, w t
3	nicoll, j h
3	m, w j
3	tirard, n
3	pearce, richard mills
3	pickering, e c
3	myers, g w
3	titchener, e b
3	johnson, a b
3	liceaga, e
3	cockerell, t d
3	west, s
3	osler, w
3	cattell, j m
3	thompson, w h
3	smith, h i
3	ruhrah, j
3	o, h f
3	johnson, w b
3	hepburn, d
2	hill, hibbert winslow
2	harman, n b
2	c, f c
2	wiley, h w
2	ward, h b
2	smith, theobald
2	mayo, w j
2	randolph, r l
2	clark, h w
2	judd, l d
2	wenley, r m
2	wilson, c b
2	parsons, f g
2	jordan, e o
2	stewart, t g
2	halliburton, w d
2	eisendrath, d n
2	celli
2	weeks, f b
2	diller, j s
2	herter, c a
2	wright, james h
2	bradford, e h
2	tansley, j o
2	thomson, a
2	abbe, r
2	wilder, b g
2	hardy, w b
2	mendenhall, t c
2	white, w h
2	whiteaves, j f
2	kraemer, h
2	beck, c
2	bunch, j l
2	chamberlin, t c
2	schuchert, c
2	harley, v
2	smith, t
2	swarts, g t
2	byford, h t
2	bracken, h m
2	garrod, a e
2	williams, charles h
2	warrington, w b
2	harris, d f
2	halsted, g b
2	goodall, e w
2	stokes, w
2	walsham, w j
2	lockwood, c b
2	clayton, h h
2	field, h h
2	clarke, j m
2	wilbur, c l
2	gee, s
2	brooks, w k
2	gibb, w f
2	buller, f
2	wilson, t
2	murray, g r
2	richardson, m w
2	thorndike, e
2	horlbeck, h b
2	loew, o
2	broadbent, w
2	murray, j
2	james, w
2	semple, d
2	bather, f a
2	taylor, a e
2	t, r h
2	ganong, w f
2	adler, c
2	chapin, c v
2	bottazzi, p
2	macloskie, g
2	ogston, a
2	hollick, a
2	palmer, t s
2	doran, a
2	wakeman, a j
2	starling, e h
2	foster, m
2	bolton, h c
2	cole, f n
2	williston, s w
2	robinson, h b
2	millikin, b l
2	eastman, c r
2	young, a g
2	lothrop, h a
2	cleghorn, allen
2	vernon, h m
2	gotch, f
2	page, calvin g
2	williams, c t
2	howe, j l
2	makins, g h
2	wheeler, e b
2	robinson, b
2	bean, t h
2	hay, o p
2	williams, c h
2	keen, w w
2	farrington, o c
2	alt, a
2	bradley, o c
2	owen, e
2	eigenmann, c h
2	wilkinson, c p
2	jordan, d s
2	kemp, j f
2	symington, j
2	frost, e b
2	dwight, thomas
2	merrill, g p
2	horrocks, w h
2	farrand, l
2	barker, a e
2	munsterberg, h
2	green, j orne
2	keeler, j e
2	venable, f p
2	eccles, w m
2	wilson, l b
1	clayden, a w
1	thin, g
1	daniels, c w
1	elkin, w l
1	copley, s
1	jones, r
1	herman, g e
1	warbasse, j p
1	adami, j g
1	symonds, c j
1	gaskell, w h
1	bryant, j h
1	sinigar, h
1	tuckett, i l
1	dukes, c
1	brill, n e
1	bumpus, h c
1	hayford, j f
1	woods, a f
1	stewart, c b
1	harrington, charles
1	niles, w h
1	nicholson, f
1	thorne, m
1	swingle, w t
1	carus, j v
1	rowland, h a
1	hastings, t w
1	macadam, i
1	munroe, c e
1	shepherd, f j
1	dane, john
1	hopkins, w b
1	griffith, t w
1	craven, m
1	mcgee, w j
1	schwalbe, b
1	jastrow, j
1	sequeira, j h
1	rucker, a w
1	brown, g s
1	novy, f g
1	dandridge, n p
1	knaggs, r l
1	charlton, m r
1	harshberger, j w
1	pfaff, franz
1	nason, e n
1	fergusson, s p
1	anderson, b p
1	allis, o h
1	otis, e o
1	stokes, h n
1	bradford, t l
1	ward, r de c
1	saundby, r
1	rennie, g e
1	sutton, j b
1	fowler, r s
1	ballance, c a
1	d, r e
1	dowd, c n
1	woodward, r s
1	woolmer, s l
1	hern, j
1	rudolph, a j
1	bliss, c b
1	geikie, a
1	wade, w
1	randolph, r b
1	purslow, c e
1	selby, a d
1	del rio, n
1	bliss, c l
1	holmes, b
1	colman, h c
1	bie, v
1	arthur, d
1	lack, h l
1	brewer, g e
1	auld, a g
1	holland, c t
1	turner, w
1	newcomb, s
1	libman, e
1	curry, j j
1	hall, j b
1	ransohoff, j
1	cushing, h w
1	carslaw, j
1	johnson, w s
1	weiss, e
1	murrell, w
1	moore, f c
1	buzzard, t
1	gibson, c l
1	koppen, t p
1	dexter, e g
1	smith, william h
1	hall, c w
1	woodbridge, s h
1	fuller, m l
1	armstrong, h e
1	le boutillier, w g
1	grunbaum, o f
1	buchanan, r j
1	powell, j w
1	martinez, a p
1	coles, a c
1	bogart, j b
1	hawkins, h p
1	little, e m
1	naumann, j c
1	nash, w g
1	kennan, r h
1	chapman, f m
1	dixon, w e
1	minot, c s
1	ross, r
1	sollmann, t
1	knight, w c
1	ridewood, w g
1	brown, louis s
1	allen, d p
1	thayer, w s
1	marshall, d g
1	hall, a jr
1	morrissey, m j
1	marshall, h t
1	brena, j
1	morris, h
1	lucas, f a
1	mcguire, j d
1	powell, r d
1	nachtrieb, h f
1	gutierrez, m
1	fuertes, e a
1	gray, j
1	levy, a g
1	putnam, james jackson
1	taylor, e w
1	van hook, w
1	le conte, j
1	horwitz, o
1	verhoeff, f h
1	a, c
1	pritchett, h s
1	ross, d m
1	wilson, e b
1	pratt, joseph h
1	willcox, m a
1	hopkins, f g
1	le count, e r
1	haig, a
1	laplace, e
1	sibley, w k
1	edmonds, f h
1	cotton, frederick j
1	kellerman, w a
1	pembrey, m s
1	jacobi, a
1	weber, h
1	barus, c
1	johnson, r i
1	monjaras, j e
1	markoe, f h
1	king, a
1	bell, w l
1	binnie, j f
1	gill, t
1	wingate, u o
1	maclaren, m
1	bouffleur, a i
1	pilcher, l s
1	howell, w h
1	armstrong, g e
1	marsh, h
1	muskens, l j
1	biernacki, j
1	klein, f
1	fish, h
1	watts, w w
1	snell, s
1	gordon, j
1	stinson, j c
1	kynsey, h a
1	fox, t c
1	merriman, m
1	williams, f h
1	c, g c
1	wright, h
1	mackenzie, g h
1	evans, h m
1	white, franklin w
1	eade, p
1	owens, j e
1	whitman, f p
