Date: 03/05/2015	 Scientist Search 1.7
Data Retrieval Mode: medline, reflects file type source of PubMed data in following analysis.
Publication Type Selection: journal article, Affiliation Restriction: none, reflects search constraints of PubMed data in following analysis.
Keyword Mode Selection: none

Year: 1906	Pubs: 2121	IDs: 2121	CSV Author Pubs: 0	Medline Author Pubs: 1459
		PM Max: 1	PM Num: 1	CSV Max: 0	CSV Num: 0	Medline Max: 5	Medline Num: 5
		CSV IDs: 0	Medline IDs: 2121

Publication PubMed Count:<2121>
CSV Publications with Authors:<0>
Medline Publications with Authors:<1459>
Retracted Publications:<0>
Retractions Made:<0>
CSV Unique authors:<0>
Medline Unique authors:<1228>
Medline Unique short authors:<1228>
Medline Unique short first authors:<1114>
CSV Duplicate authors:<0>
Medline Duplicate authors:<240>
Medline Duplicate short authors:<240>
CSV Duplicate author publications:<0>
Medline Duplicate author publications:<627>
CSV Authors per publication:<0>
CSV APP max:<0>
CSV APP min:<0>
CSV APP var:<0>
Medline Authors per publication:<1.10692254969157>
Medline APP max:<6>
Medline APP min:<1>
Medline APP var:<0.146209789066566>
Unique Journal Titles:<17>
Unique Short Journal Titles:<17>
Medline Publications per unique author:	1.7271986970684
Medline Duplicate publications per duplicate author:	2.6125
Medline Duplicate authors / Unique authors	0.195439739413681


*****JOURNAL PUB FREQUENCIES*****
565	science (new york, ny)
537	british medical journal
283	california state journal of medicine
174	annals of surgery
74	public health papers and reports
52	public health reports
52	the journal of hygiene
51	the journal of medical research
48	the journal of experimental medicine
48	the journal of physiology
47	journal of anatomy and physiology
41	medical library and historical journal
34	transactions of the american ophthalmological society
32	the biochemical journal
32	american journal of public hygiene
27	transactions of the american climatological association for the year  american
24	medico-chirurgical transactions

*****KEYWORDS LIST*****

*****KEYWORDS FREQUENCIES*****
<>

*****CSV PUBMED AUTHOR FREQUENCIES*****

*****CSV PUBMED PUB FREQUENCIES*****
<>

*****MEDLINE PUBMED AUTHOR FREQUENCIES*****
23	ward, r d
9	bessey, c e
8	noguchi, h
7	kellogg, v l
7	tingle, j b
6	chapin, c v
6	ortmann, a e
6	tobey, e n
6	guthrie, c c
5	bailey, s i
5	tyzzer, e e
5	brinckerhoff, w r
5	pearce, r m
5	cattell, j m
5	roaf, h e
4	weston, r s
4	neustatter, o
4	cathcart, e p
4	allen, j a
4	barbour, e h
4	levene, p a
4	barus, c
4	dawson, p m
4	davis, g g
4	gowers, w r
4	flexner, s
4	jordan, d s
4	moynihan, b g
4	carrel, a
3	meltzer, s j
3	hill, h w
3	robson, a w
3	cole, f n
3	cook, o f
3	quackenboss, a
3	eastman, c r
3	edie, e s
3	kemp, j f
3	lewis, t
3	gordon, w
3	hamill, j m
3	tombo, r jr
3	bunting, c h
3	anderson, j f
3	ferrier, d
3	kelly, h a
3	osborne, w a
3	rotch, a l
3	burton-opitz, r
3	moore, b
3	banks, n
3	marple, w b
3	pease, h d
3	shaw, h b
3	wilson, j t
3	keen, w w
3	malcolm, j d
3	russ, r
3	moore, v a
3	pottenger, f m
3	cooper, c m
3	calkins, g n
3	hedin, s g
3	mayo, w j
3	bainbridge, f a
3	plimmer, r h
3	rankin, g
3	lucas, k
3	gorham, f p
3	muir, r
2	branner, j c
2	l, f a
2	merriam, j c
2	barratt, j o
2	hovey, e o
2	paterson, d r
2	liceaga, e
2	knox, j h
2	wolbach, s b
2	andrews, e a
2	bulloch, w
2	newsholme, a
2	thompson, w h
2	tamura, s t
2	spillman, w j
2	tubby, a h
2	leathes, j b
2	thomson, s
2	montgomery, d w
2	morton, c a
2	chevers, m j
2	osler, w
2	standish, m
2	orr, a e
2	bond, c j
2	thompson, r l
2	crowell, j f
2	mackay, e c
2	hewlett, a w
2	semon, f
2	barling, g
2	whitley, e
2	maclaren, a
2	parsons, f g
2	crook, a r
2	hayford, j f
2	fairchild, d
2	wilbur, r l
2	crile, g
2	mcgee, w j
2	wilson, e b
2	holt, l e
2	beddard, a p
2	beatty, w a
2	minot, c s
2	kohnke, q
2	gemmill, j f
2	paget, s
2	howard, l o
2	see, t j
2	snell, s
2	pilcher, l s
2	armstrong, g e
2	cook, m t
2	wenyon, c m
2	southard, e e
2	bruns, h d
2	gies, w j
2	hall, i w
2	bronner, a
2	wright, h
2	berry, r j
2	miller, d c
2	brown, p k
2	nicoll, j h
2	lewis, p a
2	murray, r w
2	macdougal, d t
2	taylor, w j
2	j, d s
2	harrington, c
2	trelease, w
2	torrey, j c
2	harris, d f
2	stone, w
2	mackenzie, j
2	rickards, b r
2	elliott, t r
2	magruder, w t
2	duane, a
2	taylor, a e
2	herrick, c j
2	branch, c w
2	castle, w e
2	holden, e s
2	briggs, w a
2	abbe, c
2	macfadyen, a
2	burr, w h
2	elliston, g
2	cullis, w c
2	hilgard, e w
2	fulton, j s
2	kipp, c j
2	berry, e w
2	beattie, j m
2	heilprin, a
2	schaeberle, j m
2	newman, d
2	fabela, o g
2	farrington, o c
2	ewart, w
2	bayliss, w m
2	hewetson, j t
2	thienhaus, c o
2	connell, f g
2	macconkey, a
2	tait, d
2	dock, g
2	nuttall, g h
2	noble, c p
2	merrill, g p
2	buxton, b h
2	browning, c h
2	russell, h l
2	cameron, j
2	sewell, r b
2	harvey, w h
2	symington, j
2	maclennan, a
2	mason, o t
2	roberts, j b
2	buckman, s s
2	wells, h g
2	rosenheim, o
2	sikes, a w
2	callan, p a
2	franklin, w s
2	ward, h b
2	smith, e
2	wiley, h w
2	smith, j b
2	cheatle, g l
2	novy, f g
2	pahl, p c
2	graham-smith, g s
2	mccleave, t c
2	klotz, o
2	rivers, w c
2	keith, a
2	scott, f h
2	wright, w
2	udden, j a
2	herrick, f h
2	ross, r
2	eliot, c w
2	opie, e l
2	smith, t
2	cardwell, j c
2	keyes, c r
2	douglas, c g
2	lane, a c
2	bramwell, b
2	gill, t
2	cammidge, p j
2	le conte, r g
2	willcock, e g
2	duckworth, w l
2	welch, w h
2	wellman, f c
2	holland, w j
2	hoskins, l m
2	dawson, w j
2	pammel, l h
2	pike, f h
2	holden, w a
2	rolleston, j d
2	sherrington, c s
2	curtis, b f
2	white, g r
1	murray, f w
1	iglesias, m s
1	hommon, h b
1	brashear, j a
1	kinnicutt, l p
1	himmelsbach, w
1	alexander, w
1	gratacap, l p
1	de ybarra, a m
1	crees, r
1	richards, h c
1	wheeler, w m
1	white, j h
1	bowlby, a a
1	rogers, a f
1	klein, e
1	peck, c h
1	heald, f d
1	rosenau, m j
1	smith, d t
1	dewey, f p
1	golden, w w
1	hutchinson, j
1	mandel, j a
1	heyl, p r
1	scott, p
1	elsberg, c a
1	fowler, h w
1	cannon, g l
1	joseph, d r
1	chapman, h g
1	french, h
1	greenwood, m
1	davenport, c b
1	ganong, w f
1	gayol, r
1	stockman, r
1	todd, j l
1	orvananos, d
1	diver, e w
1	smith, b g
1	stewart, j c
1	erdmann, j f
1	hancock, j c
1	mercier, c
1	murphy, f t
1	anders, j m
1	pickering, e c
1	stewart, a h
1	lutz, f e
1	farlow, j w
1	kempf, e j
1	mumford, j g
1	hicks, h t
1	darlington, t
1	fenwick, h
1	savage, g h
1	foley, a l
1	mcfarland, d f
1	hansell, h f
1	tittmann, o h
1	ross, h c
1	lyman, c b
1	white, i c
1	oliver, c a
1	maclean, h
1	kellerman, k f
1	parish, h l
1	smith, p c
1	allemann, a
1	pierpont, j
1	gruening, e
1	pringle, j h
1	robin, e a
1	griffiths, d
1	uruena, j g
1	seelig, m g
1	cockerell, t d
1	welsh, d a
1	frothingham, c
1	conant, l l
1	evans, g h
1	lewis, p g
1	mcclung, c e
1	bain, h f
1	turnbull, j c
1	harris, n m
1	surveyor, n f
1	bowser, j e
1	littlewood, h
1	barbat, j h
1	archibald, e w
1	weld, l g
1	russell, w
1	metcalf, m m
1	yates, j l
1	watson, c
1	quevedo, m
1	murray, f
1	morgan, h de r
1	lloyd, j
1	robinson, b l
1	murray, c
1	turner, j
1	thompson, a h
1	stevenson, h
1	harper, j r
1	fisk, a l
1	corkhill, j g
1	beede, j w
1	thoma, g h
1	osburn, r c
1	puckner, w a
1	dewitt, l m
1	hayman, a s
1	eve, a s
1	sweet, j e
1	tebb, m c
1	teale, t p
1	pedley, t f
1	dolley, d h
1	ochsner, a j
1	butler, g r
1	walker, m r
1	lloyd, f e
1	bowers, l g
1	cannon, w b
1	goldhorn, l b
