Date: 03/05/2015	 Scientist Search 1.7
Data Retrieval Mode: medline, reflects file type source of PubMed data in following analysis.
Publication Type Selection: journal article, Affiliation Restriction: none, reflects search constraints of PubMed data in following analysis.
Keyword Mode Selection: none

Year: 1903	Pubs: 2002	IDs: 2002	CSV Author Pubs: 0	Medline Author Pubs: 1296
		PM Max: 1	PM Num: 1	CSV Max: 0	CSV Num: 0	Medline Max: 5	Medline Num: 5
		CSV IDs: 0	Medline IDs: 2002

Publication PubMed Count:<2002>
CSV Publications with Authors:<0>
Medline Publications with Authors:<1296>
Retracted Publications:<0>
Retractions Made:<0>
CSV Unique authors:<0>
Medline Unique authors:<1090>
Medline Unique short authors:<1090>
Medline Unique short first authors:<997>
CSV Duplicate authors:<0>
Medline Duplicate authors:<208>
Medline Duplicate short authors:<208>
CSV Duplicate author publications:<0>
Medline Duplicate author publications:<545>
CSV Authors per publication:<0>
CSV APP max:<0>
CSV APP min:<0>
CSV APP var:<0>
Medline Authors per publication:<1.10108024691358>
Medline APP max:<5>
Medline APP min:<1>
Medline APP var:<0.13561611701722>
Unique Journal Titles:<16>
Unique Short Journal Titles:<16>
Medline Publications per unique author:	1.83669724770642
Medline Duplicate publications per duplicate author:	2.62019230769231
Medline Duplicate authors / Unique authors	0.190825688073395


*****JOURNAL PUB FREQUENCIES*****
675	british medical journal
486	science (new york, ny)
234	california state journal of medicine
173	annals of surgery
75	the journal of medical research
57	public health reports
56	the journal of physiology
55	public health papers and reports
44	journal of anatomy and physiology
34	medical library and historical journal
30	transactions of the american ophthalmological society
25	the journal of hygiene
25	transactions of the american climatological association for the year  american
17	medico-chirurgical transactions
15	journal massachusetts association of boards of health
1	the chicago medical recorder

*****KEYWORDS LIST*****

*****KEYWORDS FREQUENCIES*****
<>

*****CSV PUBMED AUTHOR FREQUENCIES*****

*****CSV PUBMED PUB FREQUENCIES*****
<>

*****MEDLINE PUBMED AUTHOR FREQUENCIES*****
15	ward, r d
11	bessey, c e
7	thurston, r h
7	o, h f
6	cockerell, t d
6	davis, w m
6	gill, t
5	manson, p
5	cole, s w
5	ravenel, m p
5	moynihan, b g
5	spitzka, e a
5	sherrington, c s
4	osborn, h f
4	wright, a e
4	pilcher, l s
4	rotch, a l
4	lockwood, c b
4	barratt, j o
4	hovey, e o
4	wiley, h w
4	graham-smith, g s
4	beevor, c e
4	macleod, j j
4	cumston, c g
4	banks, n
4	mayer, a g
3	levene, p a
3	seligmann, c g
3	jordan, e o
3	macintyre, j
3	berg, a a
3	hill, l
3	perkins, r g
3	noguchi, h
3	grunbaum, a s
3	paget, s
3	vincent, s
3	clayton, h h
3	meltzer, s j
3	pickering, e c
3	ganong, w f
3	l, f a
3	lockyer, n
3	williston, s w
3	newsholme, a
3	pay, g o
3	semon, f
3	jones, r
3	franklin, w s
3	ball, c b
3	lees, d b
3	gould, g m
3	paton, d n
3	walker, e w
3	winslow, c e
3	crocker, h r
3	castle, w e
3	smith, g e
3	balch, e s
3	duncanson, j g
3	boycott, a e
3	jordan, d s
3	symington, j
3	tait, d
3	butlin, h t
2	crendiropoulo, m
2	griffith, t w
2	riggs, e s
2	freyer, p j
2	huntington, a t
2	weber, f p
2	gibson, c l
2	dixon, w e
2	abbott, a c
2	gordon, w
2	murbach, l
2	morse, t h
2	cross, w w
2	de schweinitz, g e
2	row, r
2	white, w h
2	binnie, j f
2	s, e a
2	stookey, l b
2	paton, e p
2	howard, l o
2	dean, b
2	ruiz, l e
2	haldane, j s
2	swarts, g t
2	richards, h m
2	southam, f a
2	weber, h a
2	jackson, d c
2	nutting, c c
2	chamberlain, a f
2	hall, a
2	christian, h a
2	hatcher, j b
2	ortmann, a e
2	mccarthy, d j
2	hill, h w
2	low, g c
2	wheeler, w m
2	heald, f d
2	howard, w t
2	goler, g w
2	pond, h m
2	starling, e h
2	payne, j f
2	dakin, h d
2	robson, a w
2	bolton, h c
2	sternberg, c h
2	macmillan, c
2	dewey, j
2	ernst, h c
2	buchner, e f
2	williams, c t
2	whiteford, c h
2	jackson, e
2	cook, o f
2	williams, c h
2	oliver, j c
2	brinckerhoff, w r
2	hawley, e h
2	raw, n
2	bradley, o c
2	kemp, j f
2	barling, g
2	sheldon, j g
2	hitchcock, f h
2	thompson, r l
2	stevens, w m
2	horsley, v
2	macallum, a b
2	munsterberg, h
2	baldwin, j f
2	power, d
2	hedin, s g
2	reagh, a l
2	drew, g a
2	hopkins, w b
2	lobingier, a s
2	cheatle, g l
2	kunz, g f
2	woodward, r s
2	fridenberg, p
2	ross, r
2	bradford, e h
2	gordon, h s
2	moullin, c m
2	ruffer, m a
2	bain, w
2	kellogg, v l
2	hrdlicka, a
2	fisher, c p
2	veatch, a c
2	smith, t
2	rankin, g
2	curtis, b f
2	gulland, g l
2	pavy, f w
2	miller, a m
2	rolleston, h d
2	starr, f
2	bissell, w g
2	pechell, h j
2	clarke, f w
2	taylor, a e
2	wyman, w
2	willis, w m
2	deaver, j b
2	herrick, c j
2	tait, w c
2	anderson, h k
2	salmon, d e
2	maccurdy, g g
2	hichens, p s
2	hilgard, e w
2	smith, e a
2	mcvail, j c
2	elliston, g
2	bergey, d h
2	vernon, h m
2	green, j
2	hutchison, r
2	bull, c s
2	heilprin, a
2	stearns, r e
2	ritter, w e
2	bayliss, w m
2	siau, r l
2	robinson, b
2	keen, w w
2	coleman, t d
2	brodie, t g
2	laslett, e e
2	flexner, s
2	prescott, s c
2	x
2	caie, w j
2	horsley, j s
2	goodall, a
2	merritt, e
2	underwood, w l
2	forster, f c
1	kopke, a
1	ballin, m
1	webber, h j
1	riviere, c
1	harper, r m
1	hayford, j f
1	hodge, f w
1	nelson, l
1	squire, j e
1	elder, j m
1	ferguson, g b
1	hodghead, d a
1	clay, t w
1	schroeder, e c
1	davis, l
1	duerden, j e
1	coley, w b
1	slosson, e e
1	beauchamp, w m
1	wollstein, m
1	hurtley, w h
1	saul, j e
1	soddy, f
1	clark, h w
1	mitchell, a b
1	mccurdy, s l
1	harshberger, j w
1	hansen, p
1	cordell, e f
1	frazer, p
1	sheen, w
1	dowd, c n
1	goodman, h
1	stavely, a l
1	oliver, c
1	stephens, j w
1	rosebery
1	macbride, e w
1	macalister, g h
1	parsons, f g
1	perry, j c
1	hall, j b
1	ransohoff, j
1	harte, r h
1	quaintance, a l
1	symmes, f j
1	ashe, e o
1	moore, f c
1	abbott, h k
1	spencer, j c
1	conn, g p
1	mayer, f j
1	morse, m
1	dore, s e
1	dorsey, n e
1	fuller, m l
1	tombo, r jr
1	durand, w f
1	russell, j w
1	ross, j w
1	anderson, j f
1	dodds, a
1	fisher, t
1	reeve, s a
1	hurd, h m
1	bernstein, m m
1	wilder, h h
1	mayne, w b
1	cole-baker, l
1	bruce, d
1	smallwood, w m
1	morris, m
1	von adelung, e
1	morris, h
1	cabot, r c
1	valdes, u
1	hawthorne, e s
1	johnson, h a
1	morgagni, g b
1	benjamin, m
1	young, d
1	milward, f v
1	mccoy, j c
1	moseley, h p
1	chadwick, j r
1	orton, k j
1	maxwell-adams, a
1	collins, c f
1	levison, c g
1	davis, g w
1	white, c a
1	whitfield, a
1	pembrey, m s
1	barus, c
1	monjaras, j e
1	owen, i
1	southard, e e
1	macfarlane, j m
1	snell, s
1	smith, h m
1	matthew, w d
1	loew, f a
1	bailey, v
1	taylor, w
1	dudley, p h
1	pasley, c b
1	jopson, j h
1	wolf, c g
1	cheyne, w w
1	cumming, h s
1	ouston, t g
1	symes, j o
1	connell, k
1	capps, j a
1	butler, c s
1	barton, b w
1	schaefer, f c
1	wells, h m
1	nelson, a
1	bruns, h d
1	troncoso, m u
1	handley, w s
1	broom, r
1	miller, g a
1	fuller, g w
1	hale, g e
1	wahby, b
1	swain, j
1	ensor, c w
1	ross, w g
1	livingstone, g r
1	curtin, r g
1	hubbard, j c
1	kerr, w w
1	roe, w j
1	ridge, j j
1	elsworth, r c
1	thompson, e
1	tims, h w
1	gamlen, h e
1	keays, l l
1	halton, m
1	kelly, h a
1	maass, f
1	gage, s d
1	lydston, g f
1	morse, w f
1	renton, j c
1	schwyzer, f
1	theobald, s
1	harley, v
1	jacob, f h
1	bowditch, v y
1	allen, s w
1	ransom, w b
1	simon, r m
1	wright, g f
1	merritt, e s
1	nyhen, j a
1	taylor, w j
1	friend, e
1	brownlee, j
1	simmons, c c
