Date: 03/07/2015	 Scientist Search 1.7
Data Retrieval Mode: medline, reflects file type source of PubMed data in following analysis.
Publication Type Selection: journal article, Affiliation Restriction: USA, reflects search constraints of PubMed data in following analysis.
Keyword Mode Selection: none

Year: 1968	Pubs: 237	IDs: 237	CSV Author Pubs: 0	Medline Author Pubs: 237
		PM Max: 1	PM Num: 1	CSV Max: 0	CSV Num: 0	Medline Max: 1	Medline Num: 1
		CSV IDs: 0	Medline IDs: 237

Publication PubMed Count:<237>
CSV Publications with Authors:<0>
Medline Publications with Authors:<237>
Retracted Publications:<0>
Retractions Made:<0>
CSV Unique authors:<0>
Medline Unique authors:<458>
Medline Unique short authors:<458>
Medline Unique short first authors:<225>
CSV Duplicate authors:<0>
Medline Duplicate authors:<20>
Medline Duplicate short authors:<20>
CSV Duplicate author publications:<0>
Medline Duplicate author publications:<46>
CSV Authors per publication:<0>
CSV APP max:<0>
CSV APP min:<0>
CSV APP var:<0>
Medline Authors per publication:<2.042194092827>
Medline APP max:<7>
Medline APP min:<1>
Medline APP var:<1.23872598764443>
Unique Journal Titles:<18>
Unique Short Journal Titles:<18>
Medline Publications per unique author:	0.517467248908297
Medline Duplicate publications per duplicate author:	2.3
Medline Duplicate authors / Unique authors	0.0436681222707424


*****JOURNAL PUB FREQUENCIES*****
75	applied optics
39	radiation research
20	the journal of cell biology
18	community mental health journal
17	the nursing clinics of north america
15	circulation
14	virology
11	febs letters
9	journal of neurochemistry
5	life sciences and space research
3	tag theoretical and applied genetics theoretische und angewandte genetik
3	bulletin of environmental contamination and toxicology
2	planta
2	applied microbiology
1	journal of the american chemical society
1	journal of the british interplanetary society
1	ucla law review university of california, los angeles school of law
1	talanta

*****KEYWORDS LIST*****

*****KEYWORDS FREQUENCIES*****
<>

*****CSV PUBMED AUTHOR FREQUENCIES*****

*****CSV PUBMED PUB FREQUENCIES*****
<>

*****MEDLINE PUBMED AUTHOR FREQUENCIES*****
4	wakeling, p r
3	plass, g n
3	kattawar, g w
3	strike, t a
3	mason, e a
2	hotchin, j
2	davidian, n
2	straub, r f
2	penniall, r
2	love, j a 3rd
2	prabhu, v k
2	moroson, h
2	fairchild, r g
2	heroux, l
2	archambeau, j o
2	davis, l w
2	hemenway, c l
2	brown, j a
2	pollard, e c
2	sizelove, j r
1	frey, h e
1	ehrlich, h l
1	paris, d p
1	lorenz, p r
1	franklin, l e
1	ter-pogossian, m m
1	eaton, w s
1	arm, m
1	whiting, f m
1	vierling, a f
1	hinteregger, h e
1	kodama, r m
1	twersky, v
1	kloth, h h
1	wunderman, i
1	farone, w a
1	collier, r j
1	suelter, c h
1	foung, a
1	quinn, f a
1	stinson, e b
1	loewenstein, w r
1	dowben, r m
1	craig, c p
1	darden, j h
1	frye, r l
1	rosin, s
1	kurihara, m
1	grady, l j
1	mandel, w j
1	spendlove, r s
1	siminovitch, l
1	nefflen, k f
1	gilbo, d
1	lambert, l b
1	meiron, j
1	stryckmanns, p
1	hultgren, h n
1	hoch, f l
1	clarkson, p m
1	barth, k m
1	childers, r w
1	blasberg, r
1	whitford, h w
1	hilal, s k
1	karnovsky, m j
1	van regenmortel, m h
1	khatri, i m
1	rosenthal, o
1	blemly, n r
1	guttman, a
1	izatt, j r
1	radke, g e
1	green, m m
1	saunders, b g
1	arbogast, b
1	hughes, b m
1	burgess, m j
1	van gelder, n m
1	brown, r g
1	cole, l j
1	marks, n
1	kurnick, n b
1	semancik, j s
1	wick, r v
1	wiese, w l
1	ginsberg, l h
1	bullivant, s
1	moore, w h
1	griswold, h e
1	dardiri, a h
1	mitchell, r c
1	bickel, w s
1	brenneis, h
1	bashkin, s
1	kloster, f e
1	mathieu, g r
1	townes, b d
1	siegel, s
1	deinhardt, f
1	levitt, l i
1	sakai, h
1	altrocchi, j
1	bolden, b t
1	emmerson, p t
1	kendall, w a
1	mcmahon, w j
1	sonnenblick, e h
1	holladay, t m
1	stauffer, f r
1	guttes, e
1	szybalski, w
1	ames, a w
1	smith, r d
1	matsumura, f
1	bale, w f
1	miller, r h
1	evans, r g
1	hylen, j c
1	dushane, j w
1	lambertsen, e c
1	seibold, c t
1	bruce, a k
1	howland, b
1	strauss, a
1	nichols, l w
1	wilson, d c
1	wilson, w j
1	rice, f a
1	kulp, j l
1	flamm, m d
1	grusauskas, j
1	scott, h a
1	neville, j jr
1	barold, s s
1	sinnett, e r
1	eisdorfer, c
1	long, r k
1	cass, d e
1	malt, r a
1	furlan, m
1	tedeschi, h
1	hull, p q
1	lorenz, p
1	tenney, d n
1	amplatz, k
1	blanton, p l
1	lee, g b
1	breese, s s jr
