Date: 03/07/2015	 Scientist Search 1.7
Data Retrieval Mode: medline, reflects file type source of PubMed data in following analysis.
Publication Type Selection: journal article, Affiliation Restriction: USA, reflects search constraints of PubMed data in following analysis.
Keyword Mode Selection: none

Year: 1979	Pubs: 483	IDs: 483	CSV Author Pubs: 0	Medline Author Pubs: 483
		PM Max: 1	PM Num: 1	CSV Max: 0	CSV Num: 0	Medline Max: 1	Medline Num: 1
		CSV IDs: 0	Medline IDs: 483

Publication PubMed Count:<483>
CSV Publications with Authors:<0>
Medline Publications with Authors:<483>
Retracted Publications:<0>
Retractions Made:<0>
CSV Unique authors:<0>
Medline Unique authors:<1082>
Medline Unique short authors:<1082>
Medline Unique short first authors:<454>
CSV Duplicate authors:<0>
Medline Duplicate authors:<71>
Medline Duplicate short authors:<71>
CSV Duplicate author publications:<0>
Medline Duplicate author publications:<159>
CSV Authors per publication:<0>
CSV APP max:<0>
CSV APP min:<0>
CSV APP var:<0>
Medline Authors per publication:<2.4223602484472>
Medline APP max:<7>
Medline APP min:<1>
Medline APP var:<1.59386854931007>
Unique Journal Titles:<39>
Unique Short Journal Titles:<39>
Medline Publications per unique author:	0.446395563770795
Medline Duplicate publications per duplicate author:	2.23943661971831
Medline Duplicate authors / Unique authors	0.0656192236598891


*****JOURNAL PUB FREQUENCIES*****
120	the review of scientific instruments
49	planta
30	journal of personality assessment
30	theriogenology
23	optics letters
23	tag theoretical and applied genetics theoretische und angewandte genetik
21	virology
19	journal of microsurgery
16	journal of nuclear medicine : official publication, society of nuclear medicine
14	life sciences and space research
12	acta astronautica
12	journal of motor behavior
9	biophysical chemistry
9	annals of plastic surgery
9	nature
9	journal of youth and adolescence
7	medical teacher
7	the journal of comparative neurology
7	the journal of experimental biology
7	diabetes care
6	applied ergonomics
6	journal of chromatographic science
6	journal of pharmacokinetics and biopharmaceutics
5	the journal of automatic chemistry
4	journal of religion and health
4	avian pathology : journal of the wvpa
3	meat science
3	current genetics
2	talanta
2	tissue antigens
1	annual review of psychology
1	veterinary immunology and immunopathology
1	proceedings of the national academy of sciences of the united states of america
1	psychological bulletin
1	aesthetic plastic surgery
1	psychological reports
1	progress in neuro-psychopharmacology
1	population studies
1	biophysics of structure and mechanism

*****KEYWORDS LIST*****

*****KEYWORDS FREQUENCIES*****
<>

*****CSV PUBMED AUTHOR FREQUENCIES*****

*****CSV PUBMED PUB FREQUENCIES*****
<>

*****MEDLINE PUBMED AUTHOR FREQUENCIES*****
5	randel, r d
3	bellows, r a
3	rambaut, p c
3	erb, r e
3	short, r e
3	ross, c w
3	leach, c s
3	carpita, n c
3	kende, h
3	zamet, c n
3	callahan, c j
3	ehlers, k w
3	leung, k n
3	nabors, m w
3	colenbrander, v f
2	garverick, h a
2	seminara, j l
2	milner, j j
2	payne, r b
2	porzio, m a
2	zeevaart, j a
2	freshwater, m f
2	pearson, a m
2	rhodes, r c 3rd
2	jackson, a o
2	jaworski, j g
2	hall, r f
2	waldhalm, d g
2	walker, j q
2	morris, t j
2	moeller, n j
2	petretic, n l
2	brown, a h
2	bettis, j r
2	dashek, w
2	galson, e
2	yeh, e l
2	bolton, b
2	alderson, p o
2	rummel, j a
2	johnson, p c
2	jason, h
2	hoffer, p b
2	podolske, j
2	lorr, m
2	blair, d g
2	elmore, r g
2	gardiner, k j
2	bierschwal, c j
2	everson, d o
2	flaschenriem, d r
2	greene, r l
2	siegel, s m
2	burton, r r
2	johnston, r s
2	kitabchi, a e
2	guenther, a h
2	chew, b p
2	delong, w j
2	sung, z r
2	youngquist, r s
2	renfrow, n e
2	bruening, g
2	wallace, d h
2	cleland, r e
2	doyle, g g
2	cann, j r
2	holladay, l a
2	thompson, m m
2	kaiser, w m
2	ascher, p d
1	morgan, m s
1	baucom, d h
1	scholnick, e m
1	power, r k
1	shih, t y
1	van, m
1	lemaire, w j
1	hartley, j
1	christman, k d
1	schmieder, r w
1	higgins, l l
1	temkin, r j
1	scott, j l
1	womack, d r
1	kerkay, j
1	harmatz, j s
1	aronow, e
1	kuswa, g w
1	ragsdale, m r
1	bassham, j a
1	woods, d j
1	redmore, c d
1	falk, b w
1	striker, p s
1	liu, y s
1	hackett, w p
1	greenberg, l
1	rhoades, r w
1	catura, r c
1	shacklette, l w
1	irons, g b jr
1	calabrese, r l
1	malmberg, r l
1	walton, d
1	krishna, g
1	sattler, j p
1	golovchenko, j a
1	smith, m f
1	davis, j a
1	gaylord, m s
1	yang, s l
1	duke, m
1	cowan, p l
1	patterson, j l jr
1	kieckbusch, t g
1	davis, r w
1	farkas, s p
1	spurlock, j m
1	zawadzkas, g a
