Date: 03/07/2015	 Scientist Search 1.7
Data Retrieval Mode: medline, reflects file type source of PubMed data in following analysis.
Publication Type Selection: journal article, Affiliation Restriction: USA, reflects search constraints of PubMed data in following analysis.
Keyword Mode Selection: none

Year: 1983	Pubs: 821	IDs: 821	CSV Author Pubs: 0	Medline Author Pubs: 821
		PM Max: 1	PM Num: 1	CSV Max: 0	CSV Num: 0	Medline Max: 2	Medline Num: 2
		CSV IDs: 0	Medline IDs: 821

Publication PubMed Count:<821>
CSV Publications with Authors:<0>
Medline Publications with Authors:<821>
Retracted Publications:<0>
Retractions Made:<0>
CSV Unique authors:<0>
Medline Unique authors:<1860>
Medline Unique short authors:<1860>
Medline Unique short first authors:<766>
CSV Duplicate authors:<0>
Medline Duplicate authors:<156>
Medline Duplicate short authors:<156>
CSV Duplicate author publications:<0>
Medline Duplicate author publications:<363>
CSV Authors per publication:<0>
CSV APP max:<0>
CSV APP min:<0>
CSV APP var:<0>
Medline Authors per publication:<2.51766138855055>
Medline APP max:<11>
Medline APP min:<1>
Medline APP var:<2.15468198522048>
Unique Journal Titles:<73>
Unique Short Journal Titles:<73>
Medline Publications per unique author:	0.441397849462366
Medline Duplicate publications per duplicate author:	2.32692307692308
Medline Duplicate authors / Unique authors	0.0838709677419355


*****JOURNAL PUB FREQUENCIES*****
126	applied optics
59	immunology today
56	theriogenology
49	texas heart institute journal / from the texas heart institute of st luke's
48	biotechnology and bioengineering
41	planta
35	virology
30	tag theoretical and applied genetics theoretische und angewandte genetik
27	journal of personality assessment
26	advances in space research : the official journal of the committee on space
25	current genetics
20	photosynthesis research
17	plant cell reports
17	journal of the american veterinary medical association
16	microbial ecology
16	clinics in sports medicine
13	journal of motor behavior
12	plant molecular biology
12	brain research
12	analytical chemistry
10	optics letters
10	international journal of radiation oncology, biology, physics
9	oecologia
9	environmental monitoring and assessment
8	journal of youth and adolescence
8	the journal of automatic chemistry
8	the embo journal
7	american scientist
7	biotechnology advances
6	meat science
6	applied ergonomics
5	avian pathology : journal of the wvpa
5	journal of pharmaceutical and biomedical analysis
4	journal of bioenergetics and biomembranes
4	acta astronautica
4	thrombosis research
4	journal of chemical ecology
3	biophysical chemistry
3	bioscience reports
3	biological trace element research
3	journal of religion and health
2	population studies
2	behavioural processes
2	the journal of primary prevention
2	hortscience : a publication of the american society for horticultural science
2	the journal of investigative dermatology
2	medical teacher
1	the journal of experimental zoology
1	journal of microbiological methods
1	annals of neurology
1	western state university law review
1	akron law review
1	acta crystallographica section b, structural science
1	proceedings of the royal society of london series b, biological sciences
1	photochemistry and photobiology
1	food, drug, cosmetic law journal
1	national review
1	talanta
1	neuropeptides
1	hofstra law review
1	journal of the american chemical society
1	biochemistry
1	jurist (washington, dc)
1	nature
1	the journal of legal studies
1	the american psychologist
1	loyola of los angeles international and comparative law journal
1	hepatology (baltimore, md)
1	american journal of botany
1	european journal of cell biology
1	western new england law review
1	pacing and clinical electrophysiology : pace
1	planta medica

*****KEYWORDS LIST*****

*****KEYWORDS FREQUENCIES*****
<>

*****CSV PUBMED AUTHOR FREQUENCIES*****

*****CSV PUBMED PUB FREQUENCIES*****
<>

*****MEDLINE PUBMED AUTHOR FREQUENCIES*****
13	cooley, d a
6	ginther, o j
5	hall, r j
4	duncan, j m
4	fork, d c
4	satoh, k
4	frazier, o h
4	ott, d a
3	muhitch, m j
3	wright, r m
3	coulson, k l
3	saxton, a m
3	giaquinta, r t
3	franceschi, v r
3	wang, d i
3	bowes, g
3	godke, r a
3	tsao, g t
3	pirone, t p
3	swift, r n
3	lindner, g m
3	caldwell, d e
3	sternson, l a
3	fantone, s d
3	ehleringer, j
3	fletcher, j s
3	shaw, j g
3	dangio, g j
3	shipley, s t
3	mou, d g
3	hoge, f e
2	bahr, j t
2	theofilopoulos, a n
2	bilimoria, s l
2	esaias, w e
2	ganjam, v k
2	knight, s l
2	dodder, r a
2	strickman, n e
2	crittenden, l b
2	bondurant, r h
2	siegel, s m
2	britt, j h
2	roesler, f l
2	lurquin, p f
2	repta, a j
2	fan, l t
2	brown, j s
2	dawe, v h
2	toth, r a
2	pechacek, l w
2	rayder, l
2	west, j m
2	sams, c e
2	dixon, f j
2	warda, m
2	rhoads, r e
2	enderlin, c s
2	klibanov, a m
2	seidman, j g
2	eloranta, e w
2	kieft, t l
2	van osdol, k d
2	chrispeels, m j
2	orton, t j
2	chodosh, d f
2	eisen, e j
2	dure, l 3rd
2	dang, c v
2	walker, w e
2	stahlhut, r w
2	bogorad, l
2	tschunko, h f
2	lee, y h
2	kitten, c m
2	markley, j l
2	bunce, j a
2	cummings, d j
