Date: 03/07/2015	 Scientist Search 1.7
Data Retrieval Mode: medline, reflects file type source of PubMed data in following analysis.
Publication Type Selection: journal article, Affiliation Restriction: USA, reflects search constraints of PubMed data in following analysis.
Keyword Mode Selection: none

Year: 1966	Pubs: 560	IDs: 560	CSV Author Pubs: 0	Medline Author Pubs: 560
		PM Max: 1	PM Num: 1	CSV Max: 0	CSV Num: 0	Medline Max: 2	Medline Num: 2
		CSV IDs: 0	Medline IDs: 560

Publication PubMed Count:<560>
CSV Publications with Authors:<0>
Medline Publications with Authors:<560>
Retracted Publications:<0>
Retractions Made:<0>
CSV Unique authors:<0>
Medline Unique authors:<969>
Medline Unique short authors:<969>
Medline Unique short first authors:<516>
CSV Duplicate authors:<0>
Medline Duplicate authors:<55>
Medline Duplicate short authors:<55>
CSV Duplicate author publications:<0>
Medline Duplicate author publications:<128>
CSV Authors per publication:<0>
CSV APP max:<0>
CSV APP min:<0>
CSV APP var:<0>
Medline Authors per publication:<1.86071428571429>
Medline APP max:<7>
Medline APP min:<1>
Medline APP var:<0.973456632653057>
Unique Journal Titles:<26>
Unique Short Journal Titles:<26>
Medline Publications per unique author:	0.577915376676987
Medline Duplicate publications per duplicate author:	2.32727272727273
Medline Duplicate authors / Unique authors	0.0567595459236326


*****JOURNAL PUB FREQUENCIES*****
248	applied optics
57	nature
23	the new england journal of medicine
23	community mental health journal
20	the journal of investigative dermatology
20	jama
18	journal of the american veterinary medical association
17	demography
15	the journal of general physiology
15	virology
14	planta
13	american journal of ophthalmology
12	journal of psychiatric research
11	journal of the national cancer institute
10	journal of the american geriatrics society
9	biophysical journal
7	journal of sex research
7	journal of molecular biology
6	life sciences and space research
5	journal of child psychology and psychiatry, and allied disciplines
3	the journal of histochemistry and cytochemistry : official journal of the
2	methods of information in medicine
2	bulletin of environmental contamination and toxicology
1	the journal of physiology
1	journal of lipid research
1	illinois dental journal

*****KEYWORDS LIST*****

*****KEYWORDS FREQUENCIES*****
<>

*****CSV PUBMED AUTHOR FREQUENCIES*****

*****CSV PUBMED PUB FREQUENCIES*****
<>

*****MEDLINE PUBMED AUTHOR FREQUENCIES*****
8	wakeling, p r
7	ballard, s s
3	gordon, j i
3	mason, e a
3	murty, m v
3	adachi, k
3	schulte, d h
3	yamasawa, s
3	gillary, h l
2	richardson, j
2	drews, g a
2	brixner, b
2	lugt, a v
2	krakow, b
2	fusaro, r m
2	plass, g n
2	gussin, g n
2	engel, w k
2	winkelmann, r k
2	potter, r g
2	hovis, w a jr
2	levengood, w c
2	adey, w r
2	helmboldt, c f
2	katsh, g f
2	wiggins, t a
2	katsh, s
2	bloom, a l
2	barnes, w p jr
2	rank, d h
2	jensen, d d
2	loewenstein, e v
2	whitcomb, r f
2	winkler, m a
2	smiley, v n
2	harrick, n j
2	church, p v
2	everhart, e
2	piechowski, m m
2	shoemaker, a h
2	muller, k
2	upatnieks, j
2	dunn, s
2	wick, r v
2	rapp, h j
2	thomas, a s jr
2	snitzer, e
2	leopold, a c
2	wolfe, w l
2	keyfitz, n
2	wallach, j d
2	du pre, f k
2	borsos, t
2	susman, m
2	khan, a a
1	kligman, a m
1	stein, a
1	claudel, j
1	reuben, j p
1	malvin, r l
1	shepherd, r j
1	silverman, s m
1	magnano, t
1	arbuckle, d s
1	sugiyama, t
1	johnson, p c
1	ramm, d
1	allen, d a
1	blau, a d
1	vanasse, g a
1	marjaniemi, d
1	atuk, n
1	binder, h j
1	perlish, j s
1	hedelman, s
1	garn, s m
1	beaty, l e
1	corney, a
1	miller, s e
1	matthews, j
1	ingersoll, f m
1	brown, d m
1	kelly, f j
1	kaufman, h e
1	janovski, n a
1	boughton, d c
1	lettvin, j y
1	harrison, w k jr
1	morlot, g
1	fellerhoff, r d
1	rodman, t
1	goldscheider, c
1	lindgren, k m
1	gilmore, h f
1	zajac, b j
1	diamond, j m
1	alfano, j e
1	prose, p h
1	chaplan, a a
1	crittenden, m
1	kantor, s
1	o'reilly, s
1	davis, f e
1	yamamoto, h
1	zuckerman, i
1	vasil, i k
1	riccitelli, m l
1	collen, m f
1	walsh, t j
1	stephen, c r
1	espinola, r p
1	smith, h j
1	usategui-gomez, m
1	morgan, d f
1	takasaki, h
1	spinner, s
1	field, w e
1	mcmurtry, b j
1	massey, g a
1	metcalf, h
1	wolf, p l
1	baer, r l
1	hsia, s l
1	schulberg, h c
1	howard, j n
1	frush, j p
1	atabek, h b
1	argetsinger, j e
1	maclennan, b w
1	davis, j i
1	browder, j s
1	gravem, h
1	steiner, m
1	ottolenghi, a
1	rochow, t g
1	ponseggi, b g
1	peterka, e s
