Date: 03/07/2015	 Scientist Search 1.7
Data Retrieval Mode: medline, reflects file type source of PubMed data in following analysis.
Publication Type Selection: journal article, Affiliation Restriction: USA, reflects search constraints of PubMed data in following analysis.
Keyword Mode Selection: none

Year: 1978	Pubs: 500	IDs: 500	CSV Author Pubs: 0	Medline Author Pubs: 500
		PM Max: 1	PM Num: 1	CSV Max: 0	CSV Num: 0	Medline Max: 2	Medline Num: 2
		CSV IDs: 0	Medline IDs: 500

Publication PubMed Count:<500>
CSV Publications with Authors:<0>
Medline Publications with Authors:<500>
Retracted Publications:<0>
Retractions Made:<0>
CSV Unique authors:<0>
Medline Unique authors:<1158>
Medline Unique short authors:<1158>
Medline Unique short first authors:<482>
CSV Duplicate authors:<0>
Medline Duplicate authors:<58>
Medline Duplicate short authors:<58>
CSV Duplicate author publications:<0>
Medline Duplicate author publications:<124>
CSV Authors per publication:<0>
CSV APP max:<0>
CSV APP min:<0>
CSV APP var:<0>
Medline Authors per publication:<2.448>
Medline APP max:<9>
Medline APP min:<1>
Medline APP var:<1.939296>
Unique Journal Titles:<34>
Unique Short Journal Titles:<34>
Medline Publications per unique author:	0.431778929188256
Medline Duplicate publications per duplicate author:	2.13793103448276
Medline Duplicate authors / Unique authors	0.0500863557858377


*****JOURNAL PUB FREQUENCIES*****
116	the review of scientific instruments
56	planta
49	analytical biochemistry
35	circulation
27	journal of motor behavior
27	journal of personality assessment
22	tag theoretical and applied genetics theoretische und angewandte genetik
22	journal of nematology
18	the journal of cell biology
14	neuroscience letters
14	brain research
12	science (new york, ny)
12	optics letters
9	life sciences and space research
9	journal of youth and adolescence
9	current microbiology
8	cortex; a journal devoted to the study of the nervous system and behavior
8	sexually transmitted diseases
7	journal of religion and health
5	virology
3	avian pathology : journal of the wvpa
3	applied ergonomics
3	meat science
2	the journal of automatic chemistry
1	immunogenetics
1	genetics
1	journal of comparative and physiological psychology
1	biochimica et biophysica acta
1	british heart journal
1	journal of clinical pathology
1	biophysical journal
1	applied and environmental microbiology
1	talanta
1	biophysical chemistry

*****KEYWORDS LIST*****

*****KEYWORDS FREQUENCIES*****
<>

*****CSV PUBMED AUTHOR FREQUENCIES*****

*****CSV PUBMED PUB FREQUENCIES*****
<>

*****MEDLINE PUBMED AUTHOR FREQUENCIES*****
5	buckley, m j
3	desborough, s l
3	kende, h
3	austen, w g
3	kouchoukos, n t
3	bacon, f m
2	jaffe, l f
2	daggett, w m
2	williams, j a
2	ferris, h
2	waldhausen, j a
2	nelson, d m
2	richards, l g
2	miyamoto, a t
2	o'hagan, j b
2	bickes, r w
2	abbott, w m
2	miller, p m
2	chandler, d e
2	kuhlthau, a r
2	ashworth, h a
2	king, b f
2	davies, p j
2	enders, a c
2	kaufman, l
2	kaya, h k
2	sussman, m r
2	russell, r o jr
2	oberman, a
2	vrain, t c
2	kelso, j s
2	cleland, r e
2	ebert, p a
2	fisher, d b
2	payne, j m
2	weinberg, r s
2	goldsmith, m h
2	smith, a h
2	thomas, s h
2	matloff, j m
2	rogers, w j
2	tanada, t
2	rickeman, v s
2	owens, r a
2	jacobson, a r
2	sanders, t m
2	vaughn, k c
2	edwards, g e
2	weber, g
2	gold, h k
2	morrow, a g
2	stout, r g
2	ketterson, j b
2	leinbach, r c
2	pierce, w s
2	jacobson, i d
2	wilson, k g
2	jones, r l
1	bergeson, g b
1	steel, d g
1	zelger, e
1	alameda, g k
1	pearson, c b
1	oke, a
1	forman, s g
1	nudel, u
1	holland, r l
1	bandurski, r s
1	ellis, j f
1	curtis, r w
1	post, r s
1	ausschnitt, c p
1	matheson, t g
1	sugawara, k
1	salmon, j e
1	coldren, l a
1	haber, j e
1	auerbach, d j
1	townshend, j l
1	williams, r m
1	sprenger, w o
1	perry, k w
1	funderburgh, j l
1	eisner, m
1	marden, w w
1	carlton, l g
1	flaherty, j t
1	dodd, c v
1	lightsey, a
1	feldman, b j
1	tzinis, c
1	yurow, h w
1	cermak, l s
1	mulcahy, d l
1	koopman, d k
1	lindgren, s d
1	moss, d m
1	thomson, s v
1	peale, a l
1	schawlow, a l
1	almog, r
1	mccaughan, l r
1	kloster, f e
1	keefe, d j
1	mccrory, g a
1	zweerink, h j
1	vaughan, m k
1	harran, s
1	exner, j e jr
1	johnson, d b
1	mendicino, j
1	ott, d a
1	kastl, d g
1	read, m e
1	adams, r n
1	burke, w f jr
1	levin, f h
1	paul, j s
1	amme, r c
1	varmazis, c
1	rockett, p d
1	rigney, m m
1	preus, d
1	barker, k r
1	marks, n
1	pomeroy, j s
1	mardian, j k
1	matter, j c
1	gersony, w m
1	deutsch, h f
