Date: 03/07/2015	 Scientist Search 1.7
Data Retrieval Mode: medline, reflects file type source of PubMed data in following analysis.
Publication Type Selection: journal article, Affiliation Restriction: USA, reflects search constraints of PubMed data in following analysis.
Keyword Mode Selection: none

Year: 1967	Pubs: 482	IDs: 482	CSV Author Pubs: 0	Medline Author Pubs: 482
		PM Max: 1	PM Num: 1	CSV Max: 0	CSV Num: 0	Medline Max: 1	Medline Num: 1
		CSV IDs: 0	Medline IDs: 482

Publication PubMed Count:<482>
CSV Publications with Authors:<0>
Medline Publications with Authors:<482>
Retracted Publications:<0>
Retractions Made:<0>
CSV Unique authors:<0>
Medline Unique authors:<800>
Medline Unique short authors:<800>
Medline Unique short first authors:<450>
CSV Duplicate authors:<0>
Medline Duplicate authors:<50>
Medline Duplicate short authors:<50>
CSV Duplicate author publications:<0>
Medline Duplicate author publications:<116>
CSV Authors per publication:<0>
CSV APP max:<0>
CSV APP min:<0>
CSV APP var:<0>
Medline Authors per publication:<1.79668049792531>
Medline APP max:<7>
Medline APP min:<1>
Medline APP var:<0.81758234190183>
Unique Journal Titles:<19>
Unique Short Journal Titles:<19>
Medline Publications per unique author:	0.6025
Medline Duplicate publications per duplicate author:	2.32
Medline Duplicate authors / Unique authors	0.0625


*****JOURNAL PUB FREQUENCIES*****
241	applied optics
50	demography
30	virology
25	journal of lipid research
22	journal of the national cancer institute
20	the nursing clinics of north america
19	annual review of biochemistry
16	biophysical journal
14	biochemical and biophysical research communications
12	community mental health journal
11	the journal of general physiology
10	life sciences and space research
4	journal of psychiatric research
2	canadian psychiatric association journal
2	the angle orthodontist
1	planta
1	scandinavian journal of gastroenterology
1	bulletin of environmental contamination and toxicology
1	journal of theoretical biology

*****KEYWORDS LIST*****

*****KEYWORDS FREQUENCIES*****
<>

*****CSV PUBMED AUTHOR FREQUENCIES*****

*****CSV PUBMED PUB FREQUENCIES*****
<>

*****MEDLINE PUBMED AUTHOR FREQUENCIES*****
8	wakeling, p r
4	ballard, s s
3	bendet, i j
3	friesem, a a
3	mason, e a
3	madden, r p
3	lohmann, a w
3	hunter, w r
3	hunt, g r
3	plass, g n
2	wieder, h
2	margoshes, m
2	love, j a 3rd
2	blumenthal, m d
2	akers, d s
2	randall, c m
2	weller, r h
2	stair, r
2	deinhardt, f
2	karle, j
2	scribner, b f
2	zarate, a o
2	paris, d p
2	fried, d l
2	rawcliffe, r d
2	codling, k
2	sizelove, j r
2	lavilla, r e
2	knestrick, g l
2	liberman, i
2	woods, m w
2	sanford, k k
2	hanson, r w
2	canfield, l r
2	kattawar, g w
2	gallo, c f
2	rasberry, s d
2	oetting, e r
2	lopez, a
2	holowczak, j a
2	church, c h
2	joklik, w k
2	tousey, r
2	eldridge, r g
2	gray, p r
2	hovis, w a jr
2	schneider, w e
2	pole, r v
2	palik, e d
2	goldstein, d a
1	lehman, i r
1	shaw, j h
1	neumann, d b
1	martin, h e
1	lindley, b d
1	courtney, j e
1	hawley, a h
1	bierman, e l
1	henvis, b w
1	choldin, h m
1	kuszaj, j
1	gurley, w r
1	bennett, w r
1	harrison, d c
1	levin, w
1	fritz, o g jr
1	green, h
1	mavroides, j g
1	johnson, r g
1	kaplan, r
1	lovell, d j
1	scott, c
1	flerlage, s q
1	williams, w j
1	svoboda, j a
1	kuntzman, r
1	hilleary, d t
1	northrop, r l
1	cindrich, i
1	arlinghaus, r b
1	condon, e u
1	pope, j l
1	golden, j
1	mink, g i
1	mayfield, j e
1	walter, d o
1	ruscio, j t
1	novelli, g d
1	sabagh, g
1	raymond, f w
1	howell, h b
1	barnard, a c
1	nagy, b
1	stavroudis, o n
1	mclaughlin, t
1	berkowitz, b
1	alvares, a p
1	takeshita, j y
1	dubey, d c
1	buoen, l c
1	freedman, r
1	farquhar, j w
1	yen, v l
1	dow, t e
1	carver, d h
1	peterka, j
1	ederer, d l
1	hairston, p
1	thomas, b j
1	mela, m j
1	schneider, j a
1	sweeney, b m
1	tolkacz, v
1	paulat, h g
1	traub, a c
1	jones, e w
1	mazur, d p
1	linder, s l
1	miles, h t
1	skees, p m
1	adams, g f
1	grymes, r o
1	turner, m l
1	benedict, r a
1	o'neill, p k
1	friedlander, s
1	boileau, a r
1	von bekesy, g
1	gray, e d
1	sagan, l
1	thomas, j a
1	langenbeck, p h
1	horman, m h
1	johnson, m j
1	bard, m
1	gallagher, c c
1	leitner, f
1	schlesinger, r w
1	dyson, r d
1	hamilton, c h
1	von essen, k j
1	kunz, a l
1	earhart, c f
1	jackson, j k
1	kaper, j m
1	blackwell, h r
1	chase, t jr
1	larson, h p
1	sunshine, m g
1	hauser, p m
