Date: 03/07/2015	 Scientist Search 1.7
Data Retrieval Mode: medline, reflects file type source of PubMed data in following analysis.
Publication Type Selection: journal article, Affiliation Restriction: USA, reflects search constraints of PubMed data in following analysis.
Keyword Mode Selection: none

Year: 1974	Pubs: 315	IDs: 315	CSV Author Pubs: 0	Medline Author Pubs: 315
		PM Max: 1	PM Num: 1	CSV Max: 0	CSV Num: 0	Medline Max: 1	Medline Num: 1
		CSV IDs: 0	Medline IDs: 315

Publication PubMed Count:<315>
CSV Publications with Authors:<0>
Medline Publications with Authors:<315>
Retracted Publications:<0>
Retractions Made:<0>
CSV Unique authors:<0>
Medline Unique authors:<705>
Medline Unique short authors:<705>
Medline Unique short first authors:<302>
CSV Duplicate authors:<0>
Medline Duplicate authors:<36>
Medline Duplicate short authors:<36>
CSV Duplicate author publications:<0>
Medline Duplicate author publications:<79>
CSV Authors per publication:<0>
CSV APP max:<0>
CSV APP min:<0>
CSV APP var:<0>
Medline Authors per publication:<2.37460317460317>
Medline APP max:<8>
Medline APP min:<1>
Medline APP var:<1.57395817586293>
Unique Journal Titles:<22>
Unique Short Journal Titles:<22>
Medline Publications per unique author:	0.446808510638298
Medline Duplicate publications per duplicate author:	2.19444444444444
Medline Duplicate authors / Unique authors	0.051063829787234


*****JOURNAL PUB FREQUENCIES*****
79	diseases of the nervous system
38	planta
36	the journal of clinical investigation
27	the journal of pediatrics
26	tag theoretical and applied genetics theoretische und angewandte genetik
25	urology
19	biochimica et biophysica acta
14	transfusion
14	annual review of physiology
8	talanta
5	life sciences and space research
5	applied ergonomics
4	journal of religion and health
3	journal of nurse-midwifery
3	virology
2	archives of oral biology
2	biophysical chemistry
1	journal of clinical pathology
1	demography
1	annals of human biology
1	avian pathology : journal of the wvpa
1	journal of youth and adolescence

*****KEYWORDS LIST*****

*****KEYWORDS FREQUENCIES*****
<>

*****CSV PUBMED AUTHOR FREQUENCIES*****

*****CSV PUBMED PUB FREQUENCIES*****
<>

*****MEDLINE PUBMED AUTHOR FREQUENCIES*****
4	perl, d p
4	aronson, s m
3	korenyi, c
3	compton, w a
3	jones, r l
2	leddy, j p
2	pace, n
2	maletzky, b m
2	clayton, r k
2	evert, r f
2	small, j g
2	prien, r f
2	rahlmann, d f
2	wilkinson, s l
2	eichhorn, s e
2	itil, t m
2	chen, r f
2	henke, r r
2	issitt, c h
2	hanafy, h m
2	pratt, l h
2	vinson, w e
2	kokko, j p
2	white, j m
2	saad, s m
2	kodama, a m
2	edwards, g e
2	humphrey, j a
2	gutierrez, m
2	fleiss, j l
2	coleman, r a
2	issitt, p d
2	whittier, j r
2	subandi
2	wilson, k g
2	klemperer, m r
1	jaffe, j
1	jacobowitz, d m
1	taswell, h f
1	bonner, b a
1	wraight, c a
1	rock, n l
1	molinary, s v
1	gracen, v e
1	lattimer, j k
1	weiss, l
1	harper, w r
1	yen, f s
1	salen, g
1	donlon, p t
1	weiner, m f
1	williamson, j r
1	sayar, s n
1	rappaport, l
1	bussell, r h
1	levy, j
1	aggerbeck, l p
1	brune, d c
1	rodey, g e
1	denckla, w d
1	reitz, r e
1	klotter, j
1	pfahler, p l
1	goldsmith, r s
1	wannamaker, l w
1	kaul, s
1	rocklin, r e
1	tierney, d f
1	deering, n
1	ammon, h v
1	salzman, c
1	schneider, e g
1	asnes, r s
1	levy, l
1	diehl, h
1	trinidad, e e
1	wilson, r h
1	blackard, c
1	rodriguez-torres, r
1	michael, a f
1	imai, m
1	tsai, j s
1	tien, h y
1	denber, h c
1	murphy, s
1	morgan, h e
1	holtzman, n a
1	rosenbloom, a l
1	valdes-dapena, m
1	brenneman, t
1	ayd, f j jr
1	drutz, d j
1	chipman, m
1	broecker, b
1	rector, f c jr
1	polvan, n
1	mcadams, a j
1	lau, o l
1	poskitt, t r
1	kefalides, n a
1	ansari, k a
1	clapp, j r
1	thornton, w e
1	haug, a
1	man, p l
1	cho, d w
1	tomashefsky, p
1	grossman, m
1	maurer, h m
1	snow, m y
1	trip, p
1	bohren, b b
1	wilmotte, j
1	nicholson, l l
1	burger, r
1	yang, s f
1	bonney, c h
1	greenwalt, t j
1	bradeen, d a
1	rutledge, j j
1	myhre, b a
1	patel, d j
1	lucey, j f
1	livingston, s
1	miller, e m
1	wilkerson, j e
1	levine, r p
1	rosen, j f
1	soloway, m s
1	swett, c jr
1	aung, m h
1	little, j a
1	maccrehan, w a
1	yang, c h
1	lasalle, t j
1	berman, w
1	racker, e
1	gikas, p w
1	utech, c
1	yocum, c s
1	patterson, r j
1	haizlip, t m
1	orozco, j h
1	siler, t m
1	sherwin, j e
1	zee, d s
